Kategori,Sıra,Ürün Adı,Fiyat,Link
Spor ve Outdoor,#24,Charged Assert 10 Erkek Siyah Koşu Ayakkabısı 3026175-001,"1.405,00 TL",https://www.amazon.com.tr/Under-Armour-Charged-Assert-Ayakkab%C4%B1s%C4%B1/dp/B0BGQP2Z1V/ref=zg_bs_g_sporting-goods_d_sccl_24/262-9629842-5424116?psc=1
Spor ve Outdoor,#25,"Puma Knitted Cat Wristband Unisex Yetişkin Spor Bilekliği, white-black, Tek Beden","146,00 TL",https://www.amazon.com.tr/Wristband-Unisex-Yeti%C5%9Fkin-Bileklik-Siyah-Beyaz/dp/B002MUBVA4/ref=zg_bs_g_sporting-goods_d_sccl_25/262-9629842-5424116?psc=1
Spor ve Outdoor,#26,"SPORSIZE Ayak Bileği Ağırlıkları (ÇİFT SATILIR) – 0.5kg, 1kg, 1.5kg, 2kg, 2.5kg, 3kg, 4kg, 5kg – Ayarlanabilir Kayışlı, Mavi & Siyah, Yürüyüş, Fitness ve Evde Antrenman için","189,05 TL",https://www.amazon.com.tr/SPORSIZE-Ayak-Bile%C4%9Fi-A%C4%9F%C4%B1rl%C4%B1klar%C4%B1-Ayarlanabilir/dp/B0FN89ZQWJ/ref=zg_bs_g_sporting-goods_d_sccl_26/262-9629842-5424116?psc=1
Spor ve Outdoor,#27,"Wonkey Sporcu Fitness Antreman Havlusu 30x100 cm, Ultra Hafif ve Hızlı Kuruyan Mikrofiber Spor Havlu, Gym Boks Pilates Tenis Havlusu (2 Adet 30x100, Gri)","299,80 TL",https://www.amazon.com.tr/Fitness-Antreman-Havlusu-Kuruyan-Mikrofiber/dp/B0CKZJJJ4K/ref=zg_bs_g_sporting-goods_d_sccl_27/262-9629842-5424116?psc=1
Spor ve Outdoor,#28,adidas Erkek DURAMO SL2 M,"1.925,00 TL",https://www.amazon.com.tr/adidas-DURAMO-Ayakkab%C4%B1-CBLACK-FTWWHT/dp/B0CYTCWX97/ref=zg_bs_g_sporting-goods_d_sccl_28/262-9629842-5424116?psc=1
Spor ve Outdoor,#29,Under Armour UA Charged Pursuit 3 BL Spor AyakkabıErkek,"1.143,00 TL",https://www.amazon.com.tr/Under-Armour-Charged-Pursuit-ayakkab%C4%B1s%C4%B1/dp/B0BGQLJV5X/ref=zg_bs_g_sporting-goods_d_sccl_29/262-9629842-5424116?psc=1
Spor ve Outdoor,#30,Delta Elite Ds Pilates Egzersiz Topu,"360,00 TL",https://www.amazon.com.tr/Delta-Unisex-Pilates-Egzersiz-Fu%C5%9Fya/dp/B07CDLFBJH/ref=zg_bs_g_sporting-goods_d_sccl_30/262-9629842-5424116?psc=1
Spor ve Outdoor,#31,adidas GALAXY 7 W Spor AyakkabıKadın,"1.031,75 TL",https://www.amazon.com.tr/adidas-Galaxy-Kad%C4%B1n-Ayakkab%C4%B1-%C3%A7ekirdek-siyah/dp/B0CKXS1CX8/ref=zg_bs_g_sporting-goods_d_sccl_31/262-9629842-5424116?psc=1
Spor ve Outdoor,#32,Direnç Bandı Kas Geliştirme Lastiği Fitness Pilates Cross Training Bant Yoga Push Up Barfiks Bandı,"269,00 TL",https://www.amazon.com.tr/Telvesse-Geli%C5%9Ftirme-Lasti%C4%9Fi-Fitness-Training/dp/B0DK5GDBKT/ref=zg_bs_g_sporting-goods_d_sccl_32/262-9629842-5424116?psc=1
Spor ve Outdoor,#33,"Sporsize Uzunluğu Ayarlanabilir Atlama İpi – 280 cm Fitness ve Kardiyo İpi, Hız Atlama, HIIT ve Ev Antrenmanları için","84,55 TL",https://www.amazon.com.tr/Speed-Rope-Uzunlu%C4%9Fu-Ayarlanabilir-Atlama/dp/B0CM9VJSPK/ref=zg_bs_g_sporting-goods_d_sccl_33/262-9629842-5424116?psc=1
Spor ve Outdoor,#34,Under Armour UA W Charged Pursuit 4 Koşu AyakkabısıKadın,"3.590,00 TL",https://www.amazon.com.tr/Under-Armour-Charged-Pursuit-Ayakkab%C4%B1s%C4%B1/dp/B0D1JY4GCZ/ref=zg_bs_g_sporting-goods_d_sccl_34/262-9629842-5424116?psc=1
Spor ve Outdoor,#35,"Jouis Dijital Küçük Masa-Sınav,Öğrenci,Polis,Asker Araba Saati-Alarm-Kronometre,Pomodoro Tekniği","114,20 TL",https://www.amazon.com.tr/Dijital-Masa-S%C4%B1nav-%C3%96%C4%9Frenci-Saati-Alarm-Kronometre-Pomodoro/dp/B0CW3JZFV1/ref=zg_bs_g_sporting-goods_d_sccl_35/262-9629842-5424116?psc=1
Spor ve Outdoor,#36,"Vicloon 5 Parça Set Kavrama Güçlendirici, 5-60 kg Ayarlanabilir El Kavrama Güçlendirici, Monitörlü, Parmak Sedyesi, Stres Giderici Kavrama Topu, Sporcular ve Müzisyenler için","419,90 TL",https://www.amazon.com.tr/Vicloon-G%C3%BC%C3%A7lendirici-Ayarlanabilir-Kavramas%C4%B1-Egzersizi/dp/B08HGVJG3D/ref=zg_bs_g_sporting-goods_d_sccl_36/262-9629842-5424116?psc=1
Spor ve Outdoor,#37,"BONGA Soba, Şömine, Mangal Tutuşturucu 50 Adet 700 gr - Jel Ve Çıra Alternatifi Doğal Odun Yünü","600,00 TL",https://www.amazon.com.tr/Bonga-Odun-Y%C3%BCn%C3%BC-Ate%C5%9F-Tutu%C5%9Fturucu/dp/B092TPB4K2/ref=zg_bs_g_sporting-goods_d_sccl_37/262-9629842-5424116?psc=1
Spor ve Outdoor,#38,AEE® Dijital Küçük Masa-Araba Saati-Alarm-Kronometre Öğrenci Saati Kronometreli Pomodoro Ders Çalışma Saati,"99,99 TL",https://www.amazon.com.tr/Masa-Araba-Saati-Alarm-Kronometre-Kronometreli-Sporcular-Yar%C4%B1%C5%9Fanlar/dp/B0CVJBKX73/ref=zg_bs_g_sporting-goods_d_sccl_38/262-9629842-5424116?psc=1
Spor ve Outdoor,#39,5 Farklı Seviye Direnç Bandı Kas Geliştirme Lastiği Fitness Pilates Cross Training Bant Yoga Push Up Barfiks Bandı,"217,55 TL",https://www.amazon.com.tr/Profesyonel-Diren%C3%A7-Band%C4%B1-K%C4%B1rm%C4%B1z%C4%B1-Hafif/dp/B0DQLLJWTM/ref=zg_bs_g_sporting-goods_d_sccl_39/262-9629842-5424116?psc=1
Spor ve Outdoor,#40,"KOBB KB100 12Volt 100 PSI Analog Göstergeli Hava Pompası, Kırmızı/Siyah","493,03 TL",https://www.amazon.com.tr/KOBB-KB100-G%C3%B6stergeli-Pompas%C4%B1-K%C4%B1rm%C4%B1z%C4%B1/dp/B08BGGM48F/ref=zg_bs_g_sporting-goods_d_sccl_40/262-9629842-5424116?psc=1
Spor ve Outdoor,#41,Under Armour UA Charged Surge 4 Koşu AyakkabısıErkek,"1.121,00 TL",https://www.amazon.com.tr/Under-Armour-Charged-Sneaker-Castlerock/dp/B0BZXGG6YX/ref=zg_bs_g_sporting-goods_d_sccl_41/262-9629842-5424116?psc=1
Spor ve Outdoor,#42,FORCE-ELDIVEN-K-ENTEGRA ANA ÜRÜN,"250,00 TL",https://www.amazon.com.tr/Delta-Unisex-Antreman-%C3%87al%C4%B1%C5%9Fma-Eldiveni/dp/B07BZVWCXV/ref=zg_bs_g_sporting-goods_d_sccl_42/262-9629842-5424116?psc=1
Spor ve Outdoor,#43,"1.970,35 TL","1.970,35 TL",https://www.amazon.com.tr/adidas-Erkek-ULTRARUN-TR-Ayakkab%C4%B1/dp/B0DGFH6KBP/ref=zg_bs_g_sporting-goods_d_sccl_43/262-9629842-5424116?psc=1
Spor ve Outdoor,#44,Contigo Shake Go Sporcu Suluğu & Shaker 820ML Antrasit,"679,15 TL",https://www.amazon.com.tr/Contigo-Sporcu-Sulu%C4%9Fu-Shaker-Antrasit/dp/B0CQ5JV38R/ref=zg_bs_g_sporting-goods_d_sccl_44/262-9629842-5424116?psc=1
Spor ve Outdoor,#45,adidas DURAMO RC U Spor AyakkabıUnisex Yetişkin,"1.346,00 TL",https://www.amazon.com.tr/Adidas-Duramo-Yeti%C5%9Fkin-Ayakkab%C4%B1-41-3333333333333/dp/B0C6FH61DJ/ref=zg_bs_g_sporting-goods_d_sccl_45/262-9629842-5424116?psc=1
Spor ve Outdoor,#46,"Sporsize Silikon Yüzücü Bonesi – Su Geçirmez Unisex Deniz ve Havuz Bonesi, Saç Koruyucu Esnek Kap","113,05 TL",https://www.amazon.com.tr/Silicone-Swimming-Cap-Silikon-Y%C3%BCz%C3%BCc%C3%BC/dp/B0CMD3F6NL/ref=zg_bs_g_sporting-goods_d_sccl_46/262-9629842-5424116?psc=1
Video Oyunu ve Konsol,#1,"HyperX Cloud III Oyuncu Kulaklığı, Kırmızı","3.945,00 TL",https://www.amazon.com.tr/HyperX-Cloud-Oyuncu-Kulakl%C4%B1%C4%9F%C4%B1-K%C4%B1rm%C4%B1z%C4%B1/dp/B0C3BV19Q3/ref=zg_bs_g_videogames_d_sccl_1/262-9629842-5424116?psc=1
Video Oyunu ve Konsol,#2,"Razer Blackshark V2 X - Beyaz Premium Espor Oyun Kulaklığı (50mm Sürücülü Kablolu Kulaklık, PC, Mac, PS4, Xbox One ve Switch için Gürültü Engelleme) Beyaz","2.390,00 TL",https://www.amazon.com.tr/Razer-Blackshark-Oyuncu-Kulakl%C4%B1%C4%9F%C4%B1-Beyaz/dp/B09QFYNJMB/ref=zg_bs_g_videogames_d_sccl_2/262-9629842-5424116?psc=1
Video Oyunu ve Konsol,#3,"Toshiba Canvio Partner 2 TB taşınabilir 2, 5 inç harici HDD, USB 3.2 Gen 1, Mac ve Windows ile uyumlu, USB ile çalışır","3.609,05 TL",https://www.amazon.com.tr/Toshiba-Canvio-Partner-2TB-Harici/dp/B0BGXZRKQN/ref=zg_bs_g_videogames_d_sccl_3/262-9629842-5424116?psc=1
Video Oyunu ve Konsol,#4,PlayStation 5 DualSense Şarj İstasyonu - PS5 Uyumlu Oyun Kolu Şarj Standı - İkili Şarj Dock (İTHALATÇI GARANTİLİ),"1.144,00 TL",https://www.amazon.com.tr/PlayStation-DualSense-%C5%9Earj-%C4%B0stasyonu-Stand%C4%B1/dp/B08H97WTBL/ref=zg_bs_g_videogames_d_sccl_4/262-9629842-5424116?psc=1
Video Oyunu ve Konsol,#5,"Logitech G G102 Kablolu Oyuncu Mouse, LIGHTSYNC RGB Aydınlatma, 8.000 DPI, 6 Programlanabilir Tuş, Beyaz",Fiyat Yok,https://www.amazon.com.tr/Logitech-Lightsync-Kablolu-Gaming-Uyumlu/dp/B07W6HKCWW/ref=zg_bs_g_videogames_d_sccl_5/262-9629842-5424116?psc=1
Video Oyunu ve Konsol,#6,"Razer DeathAdder Essential (2021) - Kablolu Oyun Faresi (Optik Sensör, 6400 DPI, 5 Programlanabilir Düğme, Ergonomik Form Faktörü) PC | Beyaz","1.029,00 TL",https://www.amazon.com.tr/Razer-RZ01-03850200-R3M1-DeathAdder-Essential-White/dp/B092R71V77/ref=zg_bs_g_videogames_d_sccl_6/262-9629842-5424116?psc=1
Video Oyunu ve Konsol,#7,"Logitech G G305 LIGHTSPEED Kablosuz Oyuncu Mouse, 12.000 DPI HERO Sensör, 6 Programlanabilir Tuş, 1 ms Bildirim Hızı, 99 gr Ağırlık, 250 Saat Pil Ömrü, Beyaz",Fiyat Yok,https://www.amazon.com.tr/Logitech-Lightspeed-Kablosuz-Gaming-Mouse/dp/B07CGNP3RH/ref=zg_bs_g_videogames_d_sccl_7/262-9629842-5424116?psc=1
Video Oyunu ve Konsol,#8,SteelSeries Qck Mini Gaming Mousepad - Maksimum Kontrol Sağlar - Oyun Sensörleri İçin Optimize Edilmiştir,"439,91 TL",https://www.amazon.com.tr/Steelseries-Qck-Mini-Oyun-Mousepad/dp/B000UEZ37G/ref=zg_bs_g_videogames_d_sccl_8/262-9629842-5424116?psc=1
Video Oyunu ve Konsol,#9,"Logitech G F310 Kablolu Gamepad, Özel 4 Tuşlu Hassas D-Pad, 1,8 m Kablo Uzunluğu, Lacivert","959,00 TL",https://www.amazon.com.tr/Logitech-F310-Gaming-Oyun-Pedi/dp/B00CJAF3ME/ref=zg_bs_g_videogames_d_sccl_9/262-9629842-5424116?psc=1
Video Oyunu ve Konsol,#10,"Logitech G G402 Hyperion Fury Kablolu Oyuncu Mouse, 4.000 DPI, Ultra Hızlı 500 IPS İzleme Hızı, 8 Programlanabilir Tuş, 1 ms Bildirim Hızı, Siyah","1.233,16 TL",https://www.amazon.com.tr/Logitech-Hyperion-Kablolu-Programlanabilir-Bildirim/dp/B00LFBEOUA/ref=zg_bs_g_videogames_d_sccl_10/262-9629842-5424116?psc=1
Video Oyunu ve Konsol,#11,DualSense kablosuz kumanda [Playstation 5 ],"3.649,00 TL",https://www.amazon.com.tr/Playstation-DualSense%C2%AE-kablosuz-kumanda-5/dp/B08H99BPJN/ref=zg_bs_g_videogames_d_sccl_11/262-9629842-5424116?psc=1
Video Oyunu ve Konsol,#12,"PowerA DualSense Kablosuz Kumandalar için İkiz Şarj İstasyonu, Beyaz/Siyah","1.139,00 TL",https://www.amazon.com.tr/PowerA-istasyonu-DualSense-Controller-PlayStation/dp/B09CWDX4K3/ref=zg_bs_g_videogames_d_sccl_12/262-9629842-5424116?psc=1
Video Oyunu ve Konsol,#13,"Logitech G502 HERO Kablolu Oyuncu Mouse, LIGHTSYNC teknolojisi, 25.600 DPI, 11 Programlanabilir Tuş, 121 gr Ağırlık, Siyah","1.695,00 TL",https://www.amazon.com.tr/Logitech-Y%C3%BCksek-Performansl%C4%B1-Oyuncu-Mouse/dp/B07GS6ZB7T/ref=zg_bs_g_videogames_d_sccl_13/262-9629842-5424116?psc=1
Video Oyunu ve Konsol,#14,Xbox Oyun ve Şarj Kiti,"1.049,00 TL",https://www.amazon.com.tr/Microsoft-Xbox-Oyun-%C5%9Earj-Kiti/dp/B08FCXLB8Z/ref=zg_bs_g_videogames_d_sccl_14/262-9629842-5424116?psc=1
Video Oyunu ve Konsol,#15,"Razer DeathAdder Essential (2021) - Kablolu Oyun Faresi (Optik Sensör, 6400 DPI, 5 Programlanabilir Düğme, Ergonomik Form Faktörü) Siyah",Fiyat Yok,https://www.amazon.com.tr/Razer-RZ01-03850100-R3M1-DeathAdder-Essential/dp/B092R5MCB3/ref=zg_bs_g_videogames_d_sccl_15/262-9629842-5424116?psc=1
Video Oyunu ve Konsol,#16,"SteelSeries Rival 5 Oyuncu Mouse, FPS, MOBA, MMO, Battle Royale, 18,000 CPI TrueMove Air Optik Sensör, 9 Programlanabilir Düğme, 85 Gr Rekabetçi Ağırlık","Windows 8, Windows",https://www.amazon.com.tr/SteelSeries-Rival-5-Gaming-Mouse/dp/B093QD2KW4/ref=zg_bs_g_videogames_d_sccl_16/262-9629842-5424116?psc=1
Video Oyunu ve Konsol,#17,"Logitech G G923, G29 veya G920 için Driving Force vites kolu, 6 vites, Geri vites, çelik ve deri, siyah",Fiyat Yok,https://www.amazon.com.tr/Logitech-Driving-Force-vites-%C3%A7elik/dp/B00ZWOUH4S/ref=zg_bs_g_videogames_d_sccl_17/262-9629842-5424116?psc=1
Video Oyunu ve Konsol,#18,"Steelseries Apex 3 Gaming Klavye, 10 Bölgeli Rgb Aydınlatma, Sessiz Switch, Ip32 Sıvı Dayanıklılık, Premium Manyetik Bilek Desteği, Türkçe Qwerty","3.363,75 TL",https://www.amazon.com.tr/Steelseries-B%C3%B6lgeli-Ayd%C4%B1nlatma-Dayan%C4%B1kl%C4%B1l%C4%B1k-Manyetik/dp/B0833J2JBK/ref=zg_bs_g_videogames_d_sccl_18/262-9629842-5424116?psc=1
Video Oyunu ve Konsol,#19,"Logitech G G435 Lightspeed Kablosuz Kulak Üstü Oyuncu Kulaklığı, Bluetooth, Dahili Mikrofon, 40 mm Ses Sürücüleri, 165 gr, 18 Saat Pil Ömrü, Siyah","3.849,00 TL",https://www.amazon.com.tr/Logitech-Lightspeed-Kulakl%C4%B1%C4%9F%C4%B1-Bluetooth-S%C3%BCr%C3%BCc%C3%BCleri/dp/B07W7LNTM5/ref=zg_bs_g_videogames_d_sccl_19/262-9629842-5424116?psc=1
Video Oyunu ve Konsol,#20,"8BitDo Ultimate 2C Wireless Controller for Windows PC and Android, with 1000 Hz Polling Rate, Hall Effect Joysticks and Triggers, and Remappable L4/R4 Bumpers (Mint)","2.275,00 TL",https://www.amazon.com.tr/Ultimate-Wireless-Controller-Joysticks-Remappable/dp/B0D736BCNM/ref=zg_bs_g_videogames_d_sccl_20/262-9629842-5424116?psc=1
Video Oyunu ve Konsol,#21,Sony PlayStation 5 DualSense Wireless Controller Oyun Kolu - Cosmic Red (Bilkom - Resmi Distribütör Garantili),"4.499,00 TL",https://www.amazon.com.tr/Sony-DualSense-Bluetooth-Num%C3%A9rique-Playstation/dp/B0CY8F6LMN/ref=zg_bs_g_videogames_d_sccl_21/262-9629842-5424116?psc=1
Video Oyunu ve Konsol,#22,"SteelSeries Aerox 5 Wireless Gaming Mouse - 74 Gram, 9 Tuşlu - Bluetooth/2,4 GHz – IP54 Suya ve Toza Dayanıklı - PC/MAC - Siyah","4.409,02 TL",https://www.amazon.com.tr/SteelSeries-Aerox-Kablosuz-Oyun-Faresi/dp/B09W1B5S5W/ref=zg_bs_g_videogames_d_sccl_22/262-9629842-5424116?psc=1
Video Oyunu ve Konsol,#23,SteelSeries Arctis Nova 5 Wireless ve Bluetooth Kablosuz Oyuncu Kulaklığı Beyaz,"6.999,00 TL",https://www.amazon.com.tr/SteelSeries-Wireless-Bluetooth-Kablosuz-Kulakl%C4%B1%C4%9F%C4%B1/dp/B0D78D88Y8/ref=zg_bs_g_videogames_d_sccl_23/262-9629842-5424116?psc=1
Video Oyunu ve Konsol,#24,PlayStation 5 Pro,"39.249,00 TL",https://www.amazon.com.tr/PlayStation-2faa94f2-f2aa-486a-83d6-8cc8625df8ed-5-Pro/dp/B0DJH2NS6R/ref=zg_bs_g_videogames_d_sccl_24/262-9629842-5424116?psc=1
Video Oyunu ve Konsol,#25,Logitech G29 + Shifter Driving Force oyuncu direksiyon Seti,"16.049,00 TL",https://www.amazon.com.tr/Logitech-Shifter-Driving-oyuncu-direksiyon/dp/B0C5XNSRHK/ref=zg_bs_g_videogames_d_sccl_25/262-9629842-5424116?psc=1
Video Oyunu ve Konsol,#26,"Logitech G F710 Kablosuz Gamepad, 2.4 GHz Kablosuz Bağlantı Özelliği, Çift Titreşimli Bildirim Motoru, 4 Tuşlu Hassas D-Pad, XID Modu, Gri","1.301,07 TL",https://www.amazon.com.tr/Logitech-Kablosuz-Ba%C4%9Flant%C4%B1-%C3%96zelli%C4%9Fi-Titre%C5%9Fimli/dp/B00CJAEX5M/ref=zg_bs_g_videogames_d_sccl_26/262-9629842-5424116?psc=1
Video Oyunu ve Konsol,#27,Sony Playstation 5 Slim Digital Sürüm Oyun Konsolu (Bilkom - Resmi Distribütör Garantili),"29.490,00 TL",https://www.amazon.com.tr/Sony-Playstation-Digital-Konsolu-Garantili/dp/B0CVB8CFB6/ref=zg_bs_g_videogames_d_sccl_27/262-9629842-5424116?psc=1
Video Oyunu ve Konsol,#28,"8Bitdo Ultimate 2C Wireless Controller for Windows PC and Android, with 1000Hz Polling Rate, Hall Effect Joysticks and Hall Triggers, and Remappable L4/R4 Bumpers, Turbo Function (Dark Blue)","2.275,00 TL",https://www.amazon.com.tr/Ultimate-Wireless-Controller-Joysticks-Remappable/dp/B0DNM3VGGG/ref=zg_bs_g_videogames_d_sccl_28/262-9629842-5424116?psc=1
Video Oyunu ve Konsol,#29,"ASUS TUF Gaming M4 kablosuz optik oyun faresi (kablosuz, çift elli, 12.000 DPI sensör, DPI tuşu, Aura Sync, altı programlanabilir tuş), siyah","1.776,00 TL",https://www.amazon.com.tr/ASUS-Bluetooth-Programlanabilir-Antibakteriyel-187183/dp/B09ND5R61T/ref=zg_bs_g_videogames_d_sccl_29/262-9629842-5424116?psc=1
Video Oyunu ve Konsol,#30,"Razer Viper V3 Pro - Ultralight Kablosuz Espor Oyun Mouse'u (8K Hz HyperPolling, 54g hafif tasarım, Focus Pro Sensör 35K DPI, HyperSpeed Kablosuz, 95 saat pil ömrü) Siyah","5.949,00 TL",https://www.amazon.com.tr/Razer-Viper-Pro-Ultralight-HyperPolling/dp/B0CSPN2G5Z/ref=zg_bs_g_videogames_d_sccl_30/262-9629842-5424116?psc=1
Video Oyunu ve Konsol,#31,"8BitDo Ultimate 2C Wireless Controller for Windows PC and Android, with Hall Effect Joysticks and Hall Triggers, 1000Hz Polling Rate, and Remappable L4/R4 Bumpers - Black Myth: Wukong","2.575,00 TL",https://www.amazon.com.tr/Ultimate-Wireless-Controller-Joysticks-Remappable/dp/B0DB4LXDP7/ref=zg_bs_g_videogames_d_sccl_31/262-9629842-5424116?psc=1
Video Oyunu ve Konsol,#32,Havit H2002P RGB 7.1 Surround Oyuncu Kulaklığı,Fiyat Yok,https://www.amazon.com.tr/Havit-H2002P-Surround-Oyuncu-Kulakl%C4%B1%C4%9F%C4%B1/dp/B09N9HM84S/ref=zg_bs_g_videogames_d_sccl_32/262-9629842-5424116?psc=1
Video Oyunu ve Konsol,#33,Sony Playstation 5 Slim Digital Sürüm Oyun Konsolu (Bilkom - Resmi Distribütör Garantili),"28.879,00 TL",https://www.amazon.com.tr/Sony-Playstation-Digital-Konsolu-Bilkom/dp/B0FXBBHC7X/ref=zg_bs_g_videogames_d_sccl_33/262-9629842-5424116?psc=1
Video Oyunu ve Konsol,#34,Glorious PC Gaming Race Model O oyun faresi (kablosuz siyah (mat)),"1.899,00 TL",https://www.amazon.com.tr/Glorious-PC-Gaming-Race-kablosuz/dp/B08HR84S47/ref=zg_bs_g_videogames_d_sccl_34/262-9629842-5424116?psc=1
Video Oyunu ve Konsol,#35,Logitech G PRO X Superlight 2 Lightspeed Hero Şarjlı Optik Kablosuz Oyuncu Mouse,"6.728,14 TL",https://www.amazon.com.tr/Logitech-Superlight-Kablosuz-Faresi-Siyah/dp/B07W5JKP66/ref=zg_bs_g_videogames_d_sccl_35/262-9629842-5424116?psc=1
Video Oyunu ve Konsol,#36,"Logitech G G29 Driving Force Yarış Direksiyonu, Çift Motorlu Güç Geri Besleme, 900° Direksiyon Yönü, Deri Direksiyon, Ayarlanabilir Paslanmaz Çelik Pedallar, Siyah","14.449,00 TL",https://www.amazon.com.tr/Logitech-Direksiyonu-Playstation-941-000112-4PlayStation/dp/B00YUIM2J0/ref=zg_bs_g_videogames_d_sccl_36/262-9629842-5424116?psc=1
Video Oyunu ve Konsol,#37,"Redragon K530 Pro Draconic%60 BT Türkçe Q Klavye/Kablolu / 2,4 GHz Kablosuz Mekanik, 61 Tuş, Hot-Swap Özellikli RGB Oyun Klavyesi, Dokunsal Kahverengi Anahtarlı, Windows/Mac/Android için","1.919,63 TL",https://www.amazon.com.tr/Redragon-K530-Bluetooth-kahverengi-bilgisayar/dp/B084JR4G5F/ref=zg_bs_g_videogames_d_sccl_37/262-9629842-5424116?psc=1
Video Oyunu ve Konsol,#38,"Havit Gamenote Fuxi-H3 Gaming Oyuncu Mikrofonlu Kulaklığı 7.1-4 Modlu (BT, 2.4Ghz, Type-C, 3.5mm)","1.199,00 TL",https://www.amazon.com.tr/Gamenote-Fuxi-H3-Gaming-Mikrofonlu-Kulakl%C4%B1%C4%9F%C4%B1/dp/B0CHJXCJTW/ref=zg_bs_g_videogames_d_sccl_38/262-9629842-5424116?psc=1
Yapı Market,#1,Turbo Fan 5 Fonksiyonlu Su Tasarruflu Dus Basligi Turbo El Dusu Siyah,Fiyat Yok,https://www.amazon.com.tr/Mayaglory-Turbo-Fonksiyonlu-Ba%C5%9Fl%C4%B1%C4%9F%C4%B1-Handshower-Siyah/dp/B0BPML3CJZ/ref=zg_bs_g_home-improvement_d_sccl_1/262-9629842-5424116?psc=1
Yapı Market,#2,"Busstier Turbo Duş Başlığı, Yüksek Basınçlı El Duşu, 5 Fonksiyonlu Duş Başlığı (Krom Turbo Set)","249,00 TL",https://www.amazon.com.tr/Busstier-Ba%C5%9Fl%C4%B1%C4%9F%C4%B1-Y%C3%BCksek-Bas%C4%B1n%C3%A7l%C4%B1-Fonksiyonlu/dp/B0FVG31RGQ/ref=zg_bs_g_home-improvement_d_sccl_2/262-9629842-5424116?psc=1
Yapı Market,#3,"Pattex Süper Yapıştırıcı, Kaliteli Onarımlar için Çok Amaçlı Güçlü Yapıştırıcı, Özel Kapağıyla Kolay Kullanımlı Hızlı Yapıştırıcı, 1x3g","49,00 TL",https://www.amazon.com.tr/Pattex-177767-Pattex-SK-3-gr/dp/B07BTLFSLV/ref=zg_bs_g_home-improvement_d_sccl_3/262-9629842-5424116?psc=1
Yapı Market,#4,"Keogh 5M çift taraflı bant ekstra güçlü yıkanabilir ince nano bant, halı, ev, mutfak, araba veya ofis için şeffaf ve çıkarılabilir çift taraflı bant","229,90 TL",https://www.amazon.com.tr/tarafl%C4%B1-ekstra-y%C4%B1kanabilir-mutfak-%C3%A7%C4%B1kar%C4%B1labilir/dp/B09BTTWWBQ/ref=zg_bs_g_home-improvement_d_sccl_4/262-9629842-5424116?psc=1
Yapı Market,#5,Viko Yonca Plus Beyaz Üçlü Topraklı Priz Çarpma Karşıtı,"193,71 TL",https://www.amazon.com.tr/Viko-Yonca-Plus-Beyaz-Toprakl%C4%B1/dp/B0CKT61ZV3/ref=zg_bs_g_home-improvement_d_sccl_5/262-9629842-5424116?psc=1
Yapı Market,#6,"Einhell 18V 4,0 Ah PXC Starter Kit (Başlangıç Seti)","1.483,00 TL",https://www.amazon.com.tr/Einhell-18V-Starter-Ba%C5%9Flang%C4%B1%C3%A7-Seti/dp/B01M3SPEZF/ref=zg_bs_g_home-improvement_d_sccl_6/262-9629842-5424116?psc=1
Yapı Market,#7,"Bosch 46 Parça Tornavida, Vidalama Ve Lokma Uçlu Aksesuar Seti - 2607019504","538,99 TL",https://www.amazon.com.tr/Bosch-DIY-Par%C3%A7a-Tornavida-Seti/dp/B000NDGQD4/ref=zg_bs_g_home-improvement_d_sccl_7/262-9629842-5424116?psc=1
Yapı Market,#8,"Bosch Professional Accessories Diy 173 Parça Aksesuar & Sabitleme Seti, Matkap ucu, Vidalama ucu, Vida, Dübel, Üniversal Tutucu, Yeşil","219,00 TL",https://www.amazon.com.tr/Bosch-Par%C3%A7a-Aksesuar-Sabitleme-Seti/dp/B000P4MW5W/ref=zg_bs_g_home-improvement_d_sccl_8/262-9629842-5424116?psc=1
Yapı Market,#9,Viko Akım ve Çocuk Korumalı Topraklı 6'lı (altılı) Kablolu Grup Priz,"498,00 TL",https://www.amazon.com.tr/Viko-Korumal%C4%B1-Toprakl%C4%B1-alt%C4%B1l%C4%B1-Kablolu/dp/B07B4CLFXF/ref=zg_bs_g_home-improvement_d_sccl_9/262-9629842-5424116?psc=1
Yapı Market,#10,Kullan At Market Dolphin Çok Amaçlı Nitril Eldiven 100'lü,"185,00 TL",https://www.amazon.com.tr/Dolphin-Ama%C3%A7l%C4%B1-Nitril-Eldiven-G%C4%B1daya/dp/B07YXHV3ZN/ref=zg_bs_g_home-improvement_d_sccl_10/262-9629842-5424116?psc=1
Yapı Market,#11,Bosch Professional Accessories 2607017367 Matkap Seti Dahil V-Line Titanium 103-Parça,"879,00 TL",https://www.amazon.com.tr/Bosch-2607017367-matkap-V-Line-Titanium-103-par%C3%A7a/dp/B01GULTSSW/ref=zg_bs_g_home-improvement_d_sccl_11/262-9629842-5424116?psc=1
Yapı Market,#12,AEE® 60 Adet Kablo Düzenleyici Sabitleyici Yapışkanlı Organizer Klips Seti,Fiyat Yok,https://www.amazon.com.tr/Kablo-D%C3%BCzenleyici-Sabitleyici-Yap%C4%B1%C5%9Fkanl%C4%B1-Organizer/dp/B0DJPV1TT9/ref=zg_bs_g_home-improvement_d_sccl_12/262-9629842-5424116?psc=1
